383024.,358503.,315534.,229160.,260325.,206673.,178745.,156109.,145245.,137406.,115108.,98633.1,87734.9,78965.8,71812.6,65908.0,60984.2,57677.9,55159.8,46958.4,45424.4,44049.3,38341.5,37502.0,33026.7,32508.1,28913.2,28577.5,25633.3,25473.3,23017.0,22980.5,20897.9,20950.1,19159.3,17566.9,17717.3,16321.8,15069.1,15005.3,13909.5,12917.9,12911.5,12032.7,11231.8,11283.7,10564.6,9905.27,9995.72,9396.78,8844.75,8335.11,8454.33,7985.19,7550.11,7146.08,7157.50,6787.66,6442.86,6121.01,6062.16,5769.09,5494.60,5237.25,4995.72,4974.01,4751.46,4541.99,4344.65,4158.58,4160.15,3986.93,3823.18,3668.28,3521.64,3382.71,3400.28,3269.57,3145.47,3027.58,2915.50,2808.89,2825.18,2724.33,2628.22,2536.58,2449.15,2365.69,2332.28,2254.56,2180.27,2109.20,2041.19,1976.07,1913.69,1893.58,1835.04,1778.88,1725.00,1673.26
383024.,358503.,315534.,229160.,260325.,206673.,178745.,156109.,145245.,137406.,115108.,98633.1,87734.9,78965.8,71812.6,65908.0,60984.2,57677.9,55159.8,46958.4,45424.4,44049.3,38341.5,37502.0,33026.7,32508.1,28913.2,28577.5,25633.3,25473.3,23017.0,22980.5,20897.9,20950.1,19159.3,17566.9,17717.3,16321.8,15069.1,15005.3,13909.5,12917.9,12911.5,12032.7,11231.8,11283.7,10564.6,9905.27,9995.72,9396.78,8844.75,8335.11,8454.33,7985.19,7550.11,7146.08,7157.50,6787.66,6442.86,6121.01,6062.16,5769.09,5494.60,5237.25,4995.72,4974.01,4751.46,4541.99,4344.65,4158.58,4160.15,3986.93,3823.18,3668.28,3521.64,3382.71,3400.28,3269.57,3145.47,3027.58,2915.50,2808.89,2825.18,2724.33,2628.22,2536.58,2449.15,2365.69,2332.28,2254.56,2180.27,2109.20,2041.19,1976.07,1913.69,1893.58,1835.04,1778.88,1725.00,1673.26
214962.,201925.,208134.,195503.,201955.,171466.,146747.,148304.,128388.,112030.,98788.0,89681.6,81904.2,75270.0,69603.5,64751.0,61473.2,51997.0,50265.6,48674.8,42108.1,41113.9,40208.2,35397.2,34822.8,30951.4,30569.0,27396.9,27202.0,24556.4,22241.1,22253.6,20276.4,20363.3,18653.1,17128.3,17298.6,15956.3,15874.3,14702.1,13642.2,13623.8,12686.0,11832.1,11052.9,11111.7,10410.4,9766.70,9861.57,9275.71,8735.25,8235.88,8357.48,7897.09,7469.85,7072.82,7086.70,6722.83,6383.40,6066.42,6009.86,5720.92,5450.18,5196.24,4957.81,4937.41,4717.54,4510.52,4315.42,4131.40,4133.73,3962.31,3800.22,3646.85,3501.61,3363.98,3381.94,3252.39,3129.36,3012.46,2901.31,2917.15,2812.09,2712.00,2616.61,2525.63,2438.83,2355.95,2322.88,2245.69,2171.87,2101.25,2033.66,1968.94,1906.93,1887.04,1828.83,1772.98,1719.39,1667.93
149905.,146523.,137101.,143115.,125018.,122581.,117484.,111040.,92277.8,88084.3,83589.4,79096.2,74784.9,63136.9,60071.8,58092.2,49889.0,48837.5,47788.1,41702.5,41015.7,36135.1,35712.6,35286.1,31478.5,31186.1,28023.4,25265.7,25221.2,22879.5,22922.9,20909.7,21019.0,19268.7,17704.9,17890.3,16509.0,15264.8,15220.3,14125.6,13132.4,13138.2,12254.2,11447.2,11507.6,10780.5,10113.0,9499.04,9602.11,9041.22,8522.91,8647.15,8169.23,7725.69,7313.51,6930.00,6948.55,6596.22,6267.21,5959.62,5907.49,5626.58,5363.12,5115.80,4883.40,4865.53,4650.89,4448.65,4257.93,4077.92,4081.71,3913.82,3754.98,3604.60,3462.12,3479.81,3345.75,3218.47,3097.55,2982.60,2873.25,2889.63,2786.19,2687.62,2593.64,2503.97,2418.39,2336.65,2304.28,2228.10,2155.24,2085.51,2018.75,1954.81,1934.06,1874.05,1816.50,1761.28,1708.27,1657.36
93784.7,92694.9,102891.,97303.0,90286.9,93955.6,84653.8,85477.8,75650.8,74993.4,65810.7,64613.1,56588.6,56162.0,55870.6,49126.0,48797.9,43119.2,42852.1,38080.1,37905.1,33881.7,33773.5,30362.9,30285.8,27377.6,27387.3,24885.9,22668.6,22794.8,20860.6,21030.2,19328.6,17800.8,18024.0,16662.8,15432.1,15409.7,14320.0,13328.7,13348.5,12462.0,11651.0,11721.2,10988.0,10313.7,9692.66,9802.42,9233.67,8707.52,8220.12,8351.26,7899.80,7479.95,7089.02,7109.12,6749.56,6413.62,6099.40,6046.48,5759.28,5489.84,5236.81,4998.97,4980.69,4760.92,4553.81,4358.46,4174.05,4177.75,4005.71,3842.92,3688.79,3542.74,3404.26,3423.15,3292.67,3168.70,3050.84,2938.73,2832.02,2849.15,2748.09,2651.73,2559.80,2472.06,2388.26,2354.94,2276.84,2202.15,2130.68,2062.26,1996.73,1933.93,1913.83,1854.86,1798.27,1743.96,1691.81,1641.71
73675.6,73155.7,71632.1,69207.5,66035.5,62299.2,65208.5,60385.3,55518.2,57468.8,52288.8,53745.0,48611.9,49476.4,44639.3,45158.3,40740.2,36776.7,37113.1,33572.9,33816.3,30678.8,30843.9,28074.9,25598.8,25807.3,23614.6,23839.6,21891.1,20136.8,20395.3,18824.3,17402.8,17682.4,16398.8,15231.4,15249.2,14204.9,13250.5,13296.7,12436.4,11646.5,11734.8,11016.1,10353.4,9741.58,9862.61,9299.65,8777.81,8293.47,8432.32,7982.17,7562.91,7171.98,7196.31,6835.83,6498.64,6182.92,5887.02,5842.58,5571.10,5315.95,5075.94,4849.98,4836.59,4627.17,4429.53,4242.86,4066.42,4072.98,3907.97,3751.66,3603.50,3462.97,3482.48,3349.97,3224.04,3104.30,2990.36,2881.88,2899.41,2796.63,2698.62,2605.10,2515.82,2430.55,2349.06,2317.14,2241.10,2168.33,2098.66,2031.93,1967.97,1906.66,1887.40,1829.76,1774.44,1721.31,1670.27,1621.22
51210.9,50968.5,50252.7,55654.8,53902.2,51780.4,49370.0,46753.7,49602.8,46448.5,43300.4,45103.5,41761.0,38571.9,39715.4,36563.3,33629.9,34375.4,31593.1,29037.6,29537.5,27169.6,27601.4,25425.4,23441.8,23826.2,22012.0,20358.3,20720.1,19207.5,17826.4,18175.9,16909.0,15749.0,15806.6,14756.7,13792.4,12905.7,12987.9,12179.8,11434.2,11547.0,10862.7,10229.2,9642.11,9778.33,9234.60,8729.07,8258.58,8407.41,7967.92,7557.65,7174.28,7205.45,6850.58,6518.04,6206.17,5913.42,5872.73,5603.37,5349.88,5111.15,4886.13,4874.98,4666.00,4468.58,4281.94,4105.39,4113.42,3948.04,3791.27,3642.57,3501.43,3367.38,3388.78,3262.09,3141.56,3026.81,2917.51,2813.35,2832.09,2733.21,2638.84,2548.71,2462.59,2380.27,2348.14,2271.29,2197.72,2127.26,2059.75,1995.04,1932.99,1913.56,1855.21,1799.19,1745.38,1693.68,1643.98,1596.20
44456.8,44306.0,43858.6,43129.5,42142.1,40926.9,39519.1,37956.5,36277.7,38554.0,36540.5,34511.3,32495.8,33934.7,31799.8,29745.3,30739.3,28678.3,26732.6,27486.7,25596.8,23832.7,22190.1,22757.5,21198.1,19753.3,20242.7,18882.8,17625.4,18064.9,16885.9,15795.8,15916.4,14912.9,13984.3,13124.5,13244.2,12451.1,11715.4,11032.5,11173.7,10540.1,9950.56,10105.4,9555.65,9043.02,8564.58,8117.69,8278.07,7857.88,7464.46,7095.80,7136.06,6793.03,6470.85,6168.00,5883.13,5848.34,5585.21,5337.15,5103.13,4882.21,4874.60,4668.82,4474.16,4289.90,4115.37,4125.67,3961.82,3806.34,3658.72,3518.47,3385.16,3407.98,3281.77,3161.60,3047.12,2937.99,2833.93,2853.59,2754.68,2660.22,2569.96,2483.67,2401.15,2369.21,2292.09,2218.23,2147.47,2079.65,2014.62,1952.23,1932.86,1874.15,1817.77,1763.60,1711.54,1661.48,1613.34,1567.01
32322.0,32239.6,35575.9,35129.2,34519.3,33760.6,32870.4,31867.7,30772.7,29605.4,31406.5,30019.5,28613.9,27206.4,25811.3,26975.7,25501.5,24074.1,22700.1,23550.8,22168.8,20855.8,19612.5,20267.3,19051.2,17907.6,18472.1,17367.5,16332.9,15364.8,15563.0,14652.2,13801.1,13006.1,13174.8,12429.5,11733.1,11082.5,11255.6,10644.5,10073.0,9538.23,9714.02,9210.05,8737.80,8295.03,8471.32,8052.20,7658.57,7288.68,6940.89,6991.85,6666.19,6359.43,6070.29,6038.56,5770.53,5517.44,5278.31,5052.24,5046.57,4835.46,4635.52,4446.06,4266.43,4096.02,4109.28,3948.84,3796.38,3651.44,3513.57,3382.36,3407.01,3282.53,3163.87,3050.73,2942.78,2839.74,2860.59,2762.50,2668.74,2579.08,2493.31,2411.23,2379.87,2303.06,2229.46,2158.90,2091.23,2026.31,1964.01,1904.19,1886.25,1829.86,1775.66,1723.55,1673.42,1625.19,1578.77,1568.73
27316.5,27262.3,27100.6,26834.6,26469.5,26012.1,25470.7,27432.2,26681.1,25870.4,25011.8,24116.8,23196.2,22260.1,23477.7,22442.2,21416.9,20408.5,21349.4,20295.5,19275.4,18291.9,17347.2,18042.6,17094.6,16191.6,15333.2,15626.5,14795.8,14009.8,13266.9,13499.2,12788.1,12117.5,11485.5,11702.4,11099.7,10532.2,9997.72,9494.45,9695.67,9215.92,8764.02,8338.25,8532.97,8126.35,7742.92,7381.25,7039.97,7101.95,6780.32,6476.46,6189.26,5917.69,5896.06,5642.81,5403.02,5175.86,4960.56,4961.08,4759.08,4567.37,4385.33,4212.39,4048.02,4064.84,3909.53,3761.72,3620.97,3486.88,3513.34,3385.90,3264.33,3148.31,3037.54,2931.74,2830.64,2852.91,2756.46,2664.18,2575.86,2491.29,2410.28,2379.88,2303.96,2231.15,2161.30,2094.26,2029.90,1968.10,1908.72,1891.27,1835.23,1781.34,1729.49,1679.60,1631.56,1585.31,1575.56,1531.66
